genome_id	isolation_source	host_name	Environment
235.76	Blood	Human, Homo sapiens	human blood
235.75	Blood	Human, Homo sapiens	human blood
235.78	Blood	Human, Homo sapiens	human blood
1229903.3	blood	Human, Homo sapiens	human blood
1198686.3	Blood	Human, Homo sapiens	human blood
1198684.3	Blood	Human, Homo sapiens	human blood
1198685.4	Blood	Human, Homo sapiens	human blood
546272.3	human blood and bone marrow samples	Human, Homo sapiens	human blood
1198679.3	Blood	Human, Homo sapiens	human blood
1198680.3	Blood	Human, Homo sapiens	human blood
1148757.3	blood	Human, Homo sapiens	human blood
1229906.3	blood	Human, Homo sapiens	human blood
1210449.3	blood	Human, Homo sapiens	human blood
29459.399	blood	Human, Homo sapiens	human blood
29459.51	blood	Human, Homo sapiens	human blood
29459.381	blood	Human, Homo sapiens	human blood
29459.38	blood	Human, Homo sapiens	human blood
29459.382	blood	Human, Homo sapiens	human blood
29459.379	Blood	Human, Homo sapiens	human blood
29459.196	Blood	Human, Homo sapiens	human blood
29459.14	blood	Human, Homo sapiens	human blood
29459.15	blood	Human, Homo sapiens	human blood
29459.16	blood	Human, Homo sapiens	human blood
29459.44	blood	Human, Homo sapiens	human blood
29459.47	blood	Human, Homo sapiens	human blood
29459.48	blood	Human, Homo sapiens	human blood
29459.45	blood	Human, Homo sapiens	human blood
29459.46	blood	Human, Homo sapiens	human blood
29459.49	blood	Human, Homo sapiens	human blood
29459.5	blood	Human, Homo sapiens	human blood
29459.4	blood	Human, Homo sapiens	human blood
29459.395	blood	Human, Homo sapiens	human blood
29459.391	blood	Human, Homo sapiens	human blood
29459.393	blood	Human, Homo sapiens	human blood
29459.398	blood	Human, Homo sapiens	human blood
29459.392	blood	Human, Homo sapiens	human blood
29459.396	blood	Human, Homo sapiens	human blood
29459.39	blood	Human, Homo sapiens	human blood
29459.397	blood	Human, Homo sapiens	human blood
29459.157	Blood	Human, Homo sapiens	human blood
29459.153	Blood	Human, Homo sapiens	human blood
29459.154	Blood	Human, Homo sapiens	human blood
29459.152	Blood	Human, Homo sapiens	human blood
29459.151	Blood	Human, Homo sapiens	human blood
331271.8	the blood of a patient with CF	Human, Homo sapiens	human blood
95486.308	blood	Human, Homo sapiens	human blood
95486.31	blood	Human, Homo sapiens	human blood
95486.314	blood	Human, Homo sapiens	human blood
95486.309	blood	Human, Homo sapiens	human blood
95486.311	blood	Human, Homo sapiens	human blood
95486.251	Blood	Human, Homo sapiens	human blood
884204.3	the blood of a patient with septicemic melioidosis and has become one of the most commonly used pseudomallei clinical strains	Human, Homo sapiens	human blood
1086033.3	blood isolated from a relapse melioidosis infection	Human, Homo sapiens	human blood
1290413.3	blood sample of melioidosis patient	Human, Homo sapiens	human blood
1290418.3	blood sample of melioidosis patient	Human, Homo sapiens	human blood
1290412.3	blood sample of melioidosis patient	Human, Homo sapiens	human blood
1249659.3	blood	Human, Homo sapiens	human blood
1290415.3	blood sample of melioidosis patient	Human, Homo sapiens	human blood
1290414.3	blood sample of melioidosis patient	Human, Homo sapiens	human blood
28450.269	Blood	Human, Homo sapiens	human blood
28450.26	Blood	Human, Homo sapiens	human blood
28450.379	blood sample from patient	Human, Homo sapiens	human blood
28450.306	Blood culture	Human, Homo sapiens	human blood
28450.197	Blood	Human, Homo sapiens	human blood
28450.13	blood	Human, Homo sapiens	human blood
28450.136	blood	Human, Homo sapiens	human blood
28450.137	blood and urine	Human, Homo sapiens	human blood
28450.131	blood	Human, Homo sapiens	human blood
28450.132	blood	Human, Homo sapiens	human blood
28450.144	blood	Human, Homo sapiens	human blood
28450.133	blood	Human, Homo sapiens	human blood
28450.145	blood/urine	Human, Homo sapiens	human blood
28450.147	blood	Human, Homo sapiens	human blood
28450.14	blood	Human, Homo sapiens	human blood
28450.271	blood	Human, Homo sapiens	human blood
28450.224	blood	Human, Homo sapiens	human blood
28450.287	blood	Human, Homo sapiens	human blood
28450.285	blood	Human, Homo sapiens	human blood
28450.286	blood	Human, Homo sapiens	human blood
28450.209	blood	Human, Homo sapiens	human blood
28450.288	blood	Human, Homo sapiens	human blood
28450.188	blood	Human, Homo sapiens	human blood
28450.202	blood	Human, Homo sapiens	human blood
28450.205	blood	Human, Homo sapiens	human blood
28450.236	Blood	Human, Homo sapiens	human blood
28450.21	Blood	Human, Homo sapiens	human blood
28450.238	Blood	Human, Homo sapiens	human blood
28450.309	Blood	Human, Homo sapiens	human blood
28450.385	Blood	Human, Homo sapiens	human blood
28450.382	Blood	Human, Homo sapiens	human blood
28450.157	Blood	Human, Homo sapiens	human blood
28450.384	Blood	Human, Homo sapiens	human blood
28450.383	Blood	Human, Homo sapiens	human blood
28450.156	blood	Human, Homo sapiens	human blood
28450.245	blood	Human, Homo sapiens	human blood
28450.246	blood	Human, Homo sapiens	human blood
60552.42	CF Blood	Human, Homo sapiens	human blood
196.4	Blood culture	Human, Homo sapiens	human blood
360106.6	the blood of a human patient who was having a renal transplant	Human, Homo sapiens	human blood
32019.3	blood	Human, Homo sapiens	human blood
1507806.21	blood	Human, Homo sapiens	human blood
197.5261	Blood	Human, Homo sapiens	human blood
197.5305	Blood	Human, Homo sapiens	human blood
197.5267	Blood	Human, Homo sapiens	human blood
197.5314	Blood	Human, Homo sapiens	human blood
197.5301	Blood	Human, Homo sapiens	human blood
197.5287	Blood	Human, Homo sapiens	human blood
197.527	Blood	Human, Homo sapiens	human blood
197.5308	Blood	Human, Homo sapiens	human blood
197.531	Blood	Human, Homo sapiens	human blood
197.528	Blood	Human, Homo sapiens	human blood
197.5281	Blood	Human, Homo sapiens	human blood
197.5311	Blood	Human, Homo sapiens	human blood
197.5268	Blood	Human, Homo sapiens	human blood
197.5288	Blood	Human, Homo sapiens	human blood
197.5295	Blood	Human, Homo sapiens	human blood
197.5271	Blood	Human, Homo sapiens	human blood
197.5299	Blood	Human, Homo sapiens	human blood
197.529	Blood	Human, Homo sapiens	human blood
197.53	Blood	Human, Homo sapiens	human blood
197.5279	Blood	Human, Homo sapiens	human blood
197.5296	Blood	Human, Homo sapiens	human blood
197.5278	Blood	Human, Homo sapiens	human blood
197.5307	Blood	Human, Homo sapiens	human blood
197.5264	Blood	Human, Homo sapiens	human blood
197.5292	Blood	Human, Homo sapiens	human blood
197.5289	Blood	Human, Homo sapiens	human blood
197.5312	Blood	Human, Homo sapiens	human blood
197.5273	Blood	Human, Homo sapiens	human blood
197.5304	Blood	Human, Homo sapiens	human blood
197.5313	Blood	Human, Homo sapiens	human blood
197.5302	Blood	Human, Homo sapiens	human blood
32022.274	Blood	Human, Homo sapiens	human blood
32022.281	Blood	Human, Homo sapiens	human blood
32022.276	Blood	Human, Homo sapiens	human blood
32022.279	Blood	Human, Homo sapiens	human blood
32022.275	Blood	Human, Homo sapiens	human blood
32022.28	Blood	Human, Homo sapiens	human blood
32022.277	Blood	Human, Homo sapiens	human blood
32022.289	Blood	Human, Homo sapiens	human blood
32022.284	Blood	Human, Homo sapiens	human blood
1318743.3	blood	Human, Homo sapiens	human blood
28188.12	Blood	Human, Homo sapiens	human blood
28188.13	Blood	Human, Homo sapiens	human blood
28188.11	Blood	Human, Homo sapiens	human blood
1945657.3	Blood	Human, Homo sapiens	human blood
1945658.3	Blood	Human, Homo sapiens	human blood
1019.4	blood	Human, Homo sapiens	human blood
1019.5	Blood	Human, Homo sapiens	human blood
1839807.3	blood	Human, Homo sapiens	human blood
270498.17	blood	Human, Homo sapiens	human blood
394935.8	blood	Human, Homo sapiens	human blood
536.29	blood	Human, Homo sapiens	human blood
536.3	blood	Human, Homo sapiens	human blood
57706.19	Blood	Human, Homo sapiens	human blood
57706.21	Blood	Human, Homo sapiens	human blood
546.307	blood	Human, Homo sapiens	human blood
1897730.3	blood	Human, Homo sapiens	human blood
67827.8	blood	Human, Homo sapiens	human blood
84025.5	Blood/Whole blood	Human, Homo sapiens	human blood
137838.6	blood	Human, Homo sapiens	human blood
137838.5	blood	Human, Homo sapiens	human blood
1509.24	blood	Human, Homo sapiens	human blood
144183.3	blood	Human, Homo sapiens	human blood
42817.7	blood	Human, Homo sapiens	human blood
42817.8	Blood	Human, Homo sapiens	human blood
1717.5	blood	Human, Homo sapiens	human blood
1717.19	Blood	Human, Homo sapiens	human blood
1717.189	Blood	Human, Homo sapiens	human blood
1451189.3	blood	Human, Homo sapiens	human blood
38289.22	Blood	Human, Homo sapiens	human blood
38289.23	Blood	Human, Homo sapiens	human blood
2029401.3	blood	Human, Homo sapiens	human blood
702953.3	blood	Human, Homo sapiens	human blood
702959.3	blood	Human, Homo sapiens	human blood
43770.558	Blood	Human, Homo sapiens	human blood
43770.556	Blood	Human, Homo sapiens	human blood
401472.3	blood culture	Human, Homo sapiens	human blood
360115.5	the blood of an infected patient	Human, Homo sapiens	human blood
777.179	venous blood	Human, Homo sapiens	human blood
1128983.3	blood	Human, Homo sapiens	human blood
413503.13	blood	Human, Homo sapiens	human blood
413503.9	blood	Human, Homo sapiens	human blood
28141.132	blood isolate from a less than 1 month old infant with fatal meningitis, 35 wk EGA	Human, Homo sapiens	human blood
28141.177	blood	Human, Homo sapiens	human blood
1450519.3	blood	Human, Homo sapiens	human blood
997346.3	blood	Human, Homo sapiens	human blood
636.16	blood	Human, Homo sapiens	human blood
1249650.3	blood	Human, Homo sapiens	human blood
1795827.3	blood	Human, Homo sapiens	human blood
1809061.3	blood	Human, Homo sapiens	human blood
1432052.4	blood	Human, Homo sapiens	human blood
1432052.3	blood	Human, Homo sapiens	human blood
1432052.8	blood	Human, Homo sapiens	human blood
1432052.1	blood	Human, Homo sapiens	human blood
1432052.11	blood	Human, Homo sapiens	human blood
1432052.9	blood	Human, Homo sapiens	human blood
1432052.7	blood	Human, Homo sapiens	human blood
1117645.96	Blood	Human, Homo sapiens	human blood
1117645.149	Blood	Human, Homo sapiens	human blood
1117645.129	blood	Human, Homo sapiens	human blood
1117645.198	Blood	Human, Homo sapiens	human blood
1756149.3	blood	Human, Homo sapiens	human blood
238.33	blood	Human, Homo sapiens	human blood
172045.55	blood	Human, Homo sapiens	human blood
935296.3	blood culture	Human, Homo sapiens	human blood
1439320.3	Blood	Human, Homo sapiens	human blood
1400139.3	Blood	Human, Homo sapiens	human blood
1400140.3	Blood	Human, Homo sapiens	human blood
61645.119	blood	Human, Homo sapiens	human blood
1334630.3	blood	Human, Homo sapiens	human blood
1400148.3	blood	Human, Homo sapiens	human blood
1812935.13	blood	Human, Homo sapiens	human blood
1812935.14	blood	Human, Homo sapiens	human blood
550.1115	Blood	Human, Homo sapiens	human blood
550.1212	blood	Human, Homo sapiens	human blood
550.1214	blood	Human, Homo sapiens	human blood
550.1213	blood	Human, Homo sapiens	human blood
550.1316	blood	Human, Homo sapiens	human blood
550.1211	Blood	Human, Homo sapiens	human blood
550.274	Blood	Human, Homo sapiens	human blood
550.276	Blood	Human, Homo sapiens	human blood
550.1304	blood	Human, Homo sapiens	human blood
550.1094	Blood	Human, Homo sapiens	human blood
550.1095	Blood	Human, Homo sapiens	human blood
550.739	blood	Human, Homo sapiens	human blood
550.761	blood	Human, Homo sapiens	human blood
550.773	blood	Human, Homo sapiens	human blood
550.776	blood	Human, Homo sapiens	human blood
550.781	blood	Human, Homo sapiens	human blood
550.791	blood	Human, Homo sapiens	human blood
550.808	blood	Human, Homo sapiens	human blood
336306.35	blood culture	Human, Homo sapiens	human blood
336306.34	blood culture	Human, Homo sapiens	human blood
336306.12	blood	Human, Homo sapiens	human blood
158836.39	Blood	Human, Homo sapiens	human blood
158836.108	blood	Human, Homo sapiens	human blood
158836.54	Blood	Human, Homo sapiens	human blood
158836.69	Blood	Human, Homo sapiens	human blood
158836.96	Blood	Human, Homo sapiens	human blood
299766.51	blood	Human, Homo sapiens	human blood
299766.67	Blood	Human, Homo sapiens	human blood
208224.12	blood	Human, Homo sapiens	human blood
208224.2	blood	Human, Homo sapiens	human blood
208224.24	Blood	Human, Homo sapiens	human blood
1296536.19	blood	Human, Homo sapiens	human blood
1296536.18	blood	Human, Homo sapiens	human blood
1296536.2	blood	Human, Homo sapiens	human blood
1296536.22	blood	Human, Homo sapiens	human blood
1296536.21	blood	Human, Homo sapiens	human blood
1327994.3	blood	Human, Homo sapiens	human blood
1151194.3	Blood	Human, Homo sapiens	human blood
565642.4	the blood of patient with rheumatic fever	Human, Homo sapiens	human blood
1157378.3	Blood	Human, Homo sapiens	human blood
1157379.3	Blood	Human, Homo sapiens	human blood
1157380.3	Blood	Human, Homo sapiens	human blood
1151209.3	Blood	Human, Homo sapiens	human blood
1151210.3	Blood	Human, Homo sapiens	human blood
1151211.3	Blood	Human, Homo sapiens	human blood
1151212.3	Blood	Human, Homo sapiens	human blood
1157342.3	Blood	Human, Homo sapiens	human blood
1157343.3	Blood	Human, Homo sapiens	human blood
1157344.3	Blood	Human, Homo sapiens	human blood
1157345.3	Blood	Human, Homo sapiens	human blood
1157346.3	Blood	Human, Homo sapiens	human blood
1157347.3	Blood	Human, Homo sapiens	human blood
1157348.3	Blood	Human, Homo sapiens	human blood
1157349.3	Blood	Human, Homo sapiens	human blood
1157350.3	Blood	Human, Homo sapiens	human blood
1157351.3	Blood	Human, Homo sapiens	human blood
1157352.3	Blood	Human, Homo sapiens	human blood
1157381.3	Blood	Human, Homo sapiens	human blood
1157353.3	Blood	Human, Homo sapiens	human blood
1157382.3	Blood	Human, Homo sapiens	human blood
1157383.3	Blood	Human, Homo sapiens	human blood
1157384.3	Blood	Human, Homo sapiens	human blood
1157354.3	Blood	Human, Homo sapiens	human blood
1157385.3	Blood	Human, Homo sapiens	human blood
1157355.3	Blood	Human, Homo sapiens	human blood
1157386.3	Blood	Human, Homo sapiens	human blood
1157356.3	Blood	Human, Homo sapiens	human blood
1157357.3	Blood	Human, Homo sapiens	human blood
1157358.3	Blood	Human, Homo sapiens	human blood
1157359.3	Blood	Human, Homo sapiens	human blood
1157360.3	Blood	Human, Homo sapiens	human blood
1157387.3	Blood	Human, Homo sapiens	human blood
1157388.3	Blood	Human, Homo sapiens	human blood
1157389.3	Blood	Human, Homo sapiens	human blood
1157390.3	Blood	Human, Homo sapiens	human blood
1157391.3	Blood	Human, Homo sapiens	human blood
1157392.3	Blood	Human, Homo sapiens	human blood
1157393.3	Blood	Human, Homo sapiens	human blood
1157394.3	Blood	Human, Homo sapiens	human blood
1157361.3	Blood	Human, Homo sapiens	human blood
1157362.3	Blood	Human, Homo sapiens	human blood
1157363.3	Blood	Human, Homo sapiens	human blood
1157395.3	Blood	Human, Homo sapiens	human blood
1157364.3	Blood	Human, Homo sapiens	human blood
1157396.3	Blood	Human, Homo sapiens	human blood
1157397.3	Blood	Human, Homo sapiens	human blood
1157398.3	Blood	Human, Homo sapiens	human blood
1157399.3	Blood	Human, Homo sapiens	human blood
1157400.3	Blood	Human, Homo sapiens	human blood
1157401.3	Blood	Human, Homo sapiens	human blood
1157402.3	Blood	Human, Homo sapiens	human blood
1157403.3	Blood	Human, Homo sapiens	human blood
1157404.3	Blood	Human, Homo sapiens	human blood
1157405.3	Blood	Human, Homo sapiens	human blood
1157406.3	Blood	Human, Homo sapiens	human blood
1157407.3	Blood	Human, Homo sapiens	human blood
1157408.3	Blood	Human, Homo sapiens	human blood
1157409.3	Blood	Human, Homo sapiens	human blood
1157410.3	Blood	Human, Homo sapiens	human blood
1157411.3	Blood	Human, Homo sapiens	human blood
1158632.3	Blood	Human, Homo sapiens	human blood
1157412.3	Blood	Human, Homo sapiens	human blood
1157365.3	Blood	Human, Homo sapiens	human blood
1169309.3	blood/endo	Human, Homo sapiens	human blood
1157366.3	Blood	Human, Homo sapiens	human blood
1157367.3	Blood	Human, Homo sapiens	human blood
1157368.3	blood/endocarditis (human)	Human, Homo sapiens	human blood
1263864.3	blood	Human, Homo sapiens	human blood
226185.9	blood culture derived from a chronically-infected patient	Human, Homo sapiens	human blood
1351.354	blood	Human, Homo sapiens	human blood
1351.497	blood	Human, Homo sapiens	human blood
1351.22	blood	Human, Homo sapiens	human blood
1391465.3	Blood	Human, Homo sapiens	human blood
1155766.14	the bloodstream of a patient	Human, Homo sapiens	human blood
1305849.3	the bloodstream of a patient	Human, Homo sapiens	human blood
1391467.3	Blood	Human, Homo sapiens	human blood
1134814.3	blood	Human, Homo sapiens	human blood
1134815.3	blood	Human, Homo sapiens	human blood
1138884.3	blood	Human, Homo sapiens	human blood
535206.4	bloodstream infection of a hospitalized patient	Human, Homo sapiens	human blood
1138891.3	blood	Human, Homo sapiens	human blood
1138892.3	blood	Human, Homo sapiens	human blood
1138893.3	Blood	Human, Homo sapiens	human blood
1138904.3	blood	Human, Homo sapiens	human blood
544875.4	bloodstream infection	Human, Homo sapiens	human blood
546340.3	vascular catheter tip	Human, Homo sapiens	human blood
1138913.3	blood	Human, Homo sapiens	human blood
1138916.3	blood	Human, Homo sapiens	human blood
1138933.3	blood	Human, Homo sapiens	human blood
1138921.3	blood	Human, Homo sapiens	human blood
1138922.3	blood	Human, Homo sapiens	human blood
1138923.3	Blood	Human, Homo sapiens	human blood
1138924.3	blood	Human, Homo sapiens	human blood
1138925.3	blood	Human, Homo sapiens	human blood
1138926.3	blood	Human, Homo sapiens	human blood
1134817.3	blood	Human, Homo sapiens	human blood
1134821.3	blood	Human, Homo sapiens	human blood
1138938.3	Blood culture	Human, Homo sapiens	human blood
1138939.3	Blood culture	Human, Homo sapiens	human blood
1134828.3	blood	Human, Homo sapiens	human blood
1134832.3	blood	Human, Homo sapiens	human blood
1134833.3	blood	Human, Homo sapiens	human blood
1134834.3	blood	Human, Homo sapiens	human blood
1442604.3	blood	Human, Homo sapiens	human blood
1442606.3	blood	Human, Homo sapiens	human blood
1442607.3	blood	Human, Homo sapiens	human blood
1442605.3	blood	Human, Homo sapiens	human blood
1352.2707	blood	Human, Homo sapiens	human blood
1352.1409	blood	Human, Homo sapiens	human blood
1352.2587	blood	Human, Homo sapiens	human blood
1352.1406	Blood	Human, Homo sapiens	human blood
1352.1613	Blood	Human, Homo sapiens	human blood
1352.1614	Blood	Human, Homo sapiens	human blood
1352.1616	Blood	Human, Homo sapiens	human blood
1352.1724	blood	Human, Homo sapiens	human blood
1352.1725	blood	Human, Homo sapiens	human blood
1352.2732	blood	Human, Homo sapiens	human blood
1352.1458	Blood culture	Human, Homo sapiens	human blood
1352.1474	Blood culture	Human, Homo sapiens	human blood
1352.1501	Blood culture	Human, Homo sapiens	human blood
1352.1517	Blood culture	Human, Homo sapiens	human blood
1352.1532	Blood culture	Human, Homo sapiens	human blood
1352.1544	Blood culture	Human, Homo sapiens	human blood
1352.1552	Blood culture	Human, Homo sapiens	human blood
1352.156	Blood culture	Human, Homo sapiens	human blood
1352.1575	Blood culture	Human, Homo sapiens	human blood
1352.146	Blood culture	Human, Homo sapiens	human blood
1352.1489	Blood culture	Human, Homo sapiens	human blood
1352.1503	Blood culture	Human, Homo sapiens	human blood
1352.1519	Blood culture	Human, Homo sapiens	human blood
1352.1534	Blood culture	Human, Homo sapiens	human blood
1352.1545	Blood culture	Human, Homo sapiens	human blood
1352.1553	Blood culture	Human, Homo sapiens	human blood
1352.1561	Blood culture	Human, Homo sapiens	human blood
1352.1568	Blood culture	Human, Homo sapiens	human blood
1352.1576	Blood culture	Human, Homo sapiens	human blood
1352.1583	Blood culture	Human, Homo sapiens	human blood
1352.1462	Blood culture	Human, Homo sapiens	human blood
1352.1478	Blood culture	Human, Homo sapiens	human blood
1352.1491	Blood culture	Human, Homo sapiens	human blood
1352.1505	Blood culture	Human, Homo sapiens	human blood
1352.152	Blood culture	Human, Homo sapiens	human blood
1352.1536	Blood culture	Human, Homo sapiens	human blood
1352.1546	Blood culture	Human, Homo sapiens	human blood
1352.1554	Blood culture	Human, Homo sapiens	human blood
1352.1562	Blood culture	Human, Homo sapiens	human blood
1352.1569	Blood culture	Human, Homo sapiens	human blood
1352.1577	Blood culture	Human, Homo sapiens	human blood
1352.1584	Blood culture	Human, Homo sapiens	human blood
1352.1464	Blood culture	Human, Homo sapiens	human blood
1352.1479	Blood culture	Human, Homo sapiens	human blood
1352.1507	Blood culture	Human, Homo sapiens	human blood
1352.1522	Blood culture	Human, Homo sapiens	human blood
1352.1538	Blood culture	Human, Homo sapiens	human blood
1352.1547	Blood culture	Human, Homo sapiens	human blood
1352.1555	Blood culture	Human, Homo sapiens	human blood
1352.1563	Blood culture	Human, Homo sapiens	human blood
1352.157	Blood culture	Human, Homo sapiens	human blood
1352.1578	Blood culture	Human, Homo sapiens	human blood
1352.1585	Blood culture	Human, Homo sapiens	human blood
1352.1466	Blood culture	Human, Homo sapiens	human blood
1352.1481	Blood culture	Human, Homo sapiens	human blood
1352.1494	Blood culture	Human, Homo sapiens	human blood
1352.1509	Blood culture	Human, Homo sapiens	human blood
1352.1524	Blood culture	Human, Homo sapiens	human blood
1352.154	Blood culture	Human, Homo sapiens	human blood
1352.1548	Blood culture	Human, Homo sapiens	human blood
1352.1556	Blood culture	Human, Homo sapiens	human blood
1352.1564	Blood culture	Human, Homo sapiens	human blood
1352.1571	Blood culture	Human, Homo sapiens	human blood
1352.1579	Blood culture	Human, Homo sapiens	human blood
1352.1586	Blood culture	Human, Homo sapiens	human blood
1352.1468	Blood culture	Human, Homo sapiens	human blood
1352.1484	Blood culture	Human, Homo sapiens	human blood
1352.1496	Blood culture	Human, Homo sapiens	human blood
1352.1511	Blood culture	Human, Homo sapiens	human blood
1352.1526	Blood culture	Human, Homo sapiens	human blood
1352.1541	Blood culture	Human, Homo sapiens	human blood
1352.1549	Blood culture	Human, Homo sapiens	human blood
1352.1557	Blood culture	Human, Homo sapiens	human blood
1352.1565	Blood culture	Human, Homo sapiens	human blood
1352.1572	Blood culture	Human, Homo sapiens	human blood
1352.158	Blood culture	Human, Homo sapiens	human blood
1352.1587	Blood culture	Human, Homo sapiens	human blood
1352.147	Blood culture	Human, Homo sapiens	human blood
1352.1485	Blood culture	Human, Homo sapiens	human blood
1352.1498	Blood culture	Human, Homo sapiens	human blood
1352.1513	Blood culture	Human, Homo sapiens	human blood
1352.1528	Blood culture	Human, Homo sapiens	human blood
1352.1542	Blood culture	Human, Homo sapiens	human blood
1352.155	Blood culture	Human, Homo sapiens	human blood
1352.1558	Blood culture	Human, Homo sapiens	human blood
1352.1566	Blood culture	Human, Homo sapiens	human blood
1352.1573	Blood culture	Human, Homo sapiens	human blood
1352.1581	Blood culture	Human, Homo sapiens	human blood
1352.1588	Blood culture	Human, Homo sapiens	human blood
1352.1472	Blood culture	Human, Homo sapiens	human blood
1352.15	Blood culture	Human, Homo sapiens	human blood
1352.1515	Blood culture	Human, Homo sapiens	human blood
1352.153	Blood culture	Human, Homo sapiens	human blood
1352.1543	Blood culture	Human, Homo sapiens	human blood
1352.1551	Blood culture	Human, Homo sapiens	human blood
1352.1559	Blood culture	Human, Homo sapiens	human blood
1352.1567	Blood culture	Human, Homo sapiens	human blood
1352.1574	Blood culture	Human, Homo sapiens	human blood
1352.1582	Blood culture	Human, Homo sapiens	human blood
1352.1589	Blood culture	Human, Homo sapiens	human blood
1352.1459	Blood culture	Human, Homo sapiens	human blood
1352.1475	Blood culture	Human, Homo sapiens	human blood
1352.1488	Blood culture	Human, Homo sapiens	human blood
1352.1502	Blood culture	Human, Homo sapiens	human blood
1352.1518	Blood culture	Human, Homo sapiens	human blood
1352.1533	Blood culture	Human, Homo sapiens	human blood
1352.1527	Blood culture	Human, Homo sapiens	human blood
1352.1512	Blood culture	Human, Homo sapiens	human blood
1352.1497	Blood culture	Human, Homo sapiens	human blood
1352.1486	Blood culture	Human, Homo sapiens	human blood
1352.1473	Blood culture	Human, Homo sapiens	human blood
1352.1467	Blood culture	Human, Homo sapiens	human blood
1352.1461	Blood culture	Human, Homo sapiens	human blood
1352.1476	Blood culture	Human, Homo sapiens	human blood
1352.149	Blood culture	Human, Homo sapiens	human blood
1352.1504	Blood culture	Human, Homo sapiens	human blood
1352.1535	Blood culture	Human, Homo sapiens	human blood
1352.1529	Blood culture	Human, Homo sapiens	human blood
1352.1514	Blood culture	Human, Homo sapiens	human blood
1352.1499	Blood culture	Human, Homo sapiens	human blood
1352.1487	Blood culture	Human, Homo sapiens	human blood
1352.1482	Blood culture	Human, Homo sapiens	human blood
1352.1469	Blood culture	Human, Homo sapiens	human blood
1352.1463	Blood culture	Human, Homo sapiens	human blood
1352.1477	Blood culture	Human, Homo sapiens	human blood
1352.1492	Blood culture	Human, Homo sapiens	human blood
1352.1506	Blood culture	Human, Homo sapiens	human blood
1352.1521	Blood culture	Human, Homo sapiens	human blood
1352.1537	Blood culture	Human, Homo sapiens	human blood
1352.1531	Blood culture	Human, Homo sapiens	human blood
1352.1516	Blood culture	Human, Homo sapiens	human blood
1352.1495	Blood culture	Human, Homo sapiens	human blood
1352.1483	Blood culture	Human, Homo sapiens	human blood
1352.1471	Blood culture	Human, Homo sapiens	human blood
1352.1465	Blood culture	Human, Homo sapiens	human blood
1352.148	Blood culture	Human, Homo sapiens	human blood
1352.1493	Blood culture	Human, Homo sapiens	human blood
1352.1508	Blood culture	Human, Homo sapiens	human blood
1352.1523	Blood culture	Human, Homo sapiens	human blood
1352.1539	Blood culture	Human, Homo sapiens	human blood
1352.1525	Blood culture	Human, Homo sapiens	human blood
1352.151	Blood culture	Human, Homo sapiens	human blood
1352.1708	human blood	Human, Homo sapiens	human blood
1352.1715	human blood	Human, Homo sapiens	human blood
1352.1716	blood	Human, Homo sapiens	human blood
1352.161	blood	Human, Homo sapiens	human blood
1352.1709	human blood	Human, Homo sapiens	human blood
1352.171	human blood	Human, Homo sapiens	human blood
1352.1711	human blood	Human, Homo sapiens	human blood
1352.1712	human blood	Human, Homo sapiens	human blood
1352.1617	blood	Human, Homo sapiens	human blood
1352.1713	human blood	Human, Homo sapiens	human blood
1352.1714	human blood	Human, Homo sapiens	human blood
1352.1611	blood	Human, Homo sapiens	human blood
1352.1059	blood culture	Human, Homo sapiens	human blood
1352.1056	blood culture	Human, Homo sapiens	human blood
1352.1054	blood culture	Human, Homo sapiens	human blood
1352.1052	blood culture	Human, Homo sapiens	human blood
1352.105	blood culture	Human, Homo sapiens	human blood
1352.1057	blood culture	Human, Homo sapiens	human blood
1352.1058	blood culture	Human, Homo sapiens	human blood
1352.1053	blood culture	Human, Homo sapiens	human blood
1352.106	blood culture	Human, Homo sapiens	human blood
1352.1051	blood culture	Human, Homo sapiens	human blood
1352.2584	blood	Human, Homo sapiens	human blood
1352.259	blood	Human, Homo sapiens	human blood
1352.1638	blood	Human, Homo sapiens	human blood
1352.1718	blood	Human, Homo sapiens	human blood
1352.1719	blood	Human, Homo sapiens	human blood
1352.1408	Blood	Human, Homo sapiens	human blood
1352.482	Blood	Human, Homo sapiens	human blood
1352.1619	patient's blood	Human, Homo sapiens	human blood
1352.1618	Blood	Human, Homo sapiens	human blood
1739331.3	blood	Human, Homo sapiens	human blood
562.8523	Blood culture	Human, Homo sapiens	human blood
1412815.3	Blood	Human, Homo sapiens	human blood
1328441.3	Blood culture	Human, Homo sapiens	human blood
1328436.3	Blood culture	Human, Homo sapiens	human blood
1328448.3	Missing; Blood	Human, Homo sapiens	human blood
1328449.3	Missing; Blood	Human, Homo sapiens	human blood
1328450.3	Missing; Blood	Human, Homo sapiens	human blood
1400156.3	Blood culture	Human, Homo sapiens	human blood
1400157.3	Blood culture	Human, Homo sapiens	human blood
1400158.3	Blood culture	Human, Homo sapiens	human blood
1400159.3	Missing; Blood culture	Human, Homo sapiens	human blood
1438681.3	BLOOD CULTURE	Human, Homo sapiens	human blood
1438682.3	BLOOD CULTURE	Human, Homo sapiens	human blood
1280956.3	Blood	Human, Homo sapiens	human blood
1280964.3	Blood	Human, Homo sapiens	human blood
1281038.3	Blood	Human, Homo sapiens	human blood
1281039.3	Blood	Human, Homo sapiens	human blood
